gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,AvgMonthlySpend,LogTotalCharges,TenureGroup,CustomerValue
Female,0,0,0,72,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),91.35,6697.2,0,93.01666666666667,8.809594112567959,4-6yrs,High Value
Male,0,1,1,6,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Bank transfer (automatic),44.6,260.8,1,43.46666666666667,5.5675808534758,0-1yr,Low Value
Female,0,0,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,19.6,19.6,1,19.6,3.0252910757955354,0-1yr,Low Value
Male,0,1,1,25,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Electronic check,19.9,505.45,0,20.218,6.227425602132806,2-4yrs,Low Value
Female,1,0,0,33,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,1,Electronic check,110.45,3655.45,1,110.77121212121212,8.20424801033883,2-4yrs,High Value
Male,0,0,0,18,1,No,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,1,Electronic check,68.35,1299.8,0,72.21111111111111,7.170734738793546,1-2yrs,Mid Value
Male,0,1,0,71,1,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),79.1,5564.85,0,78.3781690140845,8.624404992387447,4-6yrs,High Value
Male,1,1,1,28,1,Yes,DSL,No,No,No,No,No,No,One year,1,Electronic check,51.0,1381.8,0,49.35,7.2318657080474695,2-4yrs,Mid Value
Female,0,0,1,2,1,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,0,Credit card (automatic),80.55,188.1,0,94.05,5.242275975664412,0-1yr,Low Value
Male,0,1,1,17,1,Yes,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,1,Mailed check,66.7,1077.05,0,63.35588235294117,6.982909132582561,1-2yrs,Mid Value
Male,0,0,0,56,1,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,1,Electronic check,86.4,4922.4,0,87.89999999999999,8.501754627727045,4-6yrs,High Value
Female,0,1,0,60,0,No phone service,DSL,Yes,Yes,Yes,No,No,Yes,One year,0,Electronic check,50.05,2911.5,0,48.525,7.976767097873956,4-6yrs,High Value
Female,0,0,0,33,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),25.7,826.1,0,25.033333333333335,6.717925606697861,2-4yrs,Mid Value
Female,0,0,0,1,1,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,1,Mailed check,83.4,83.4,0,83.4,4.4355674016019115,0-1yr,Low Value
Male,0,0,0,2,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Credit card (automatic),70.7,140.7,1,70.35,4.953712146696635,0-1yr,Low Value
Male,0,1,0,63,1,Yes,Fiber optic,Yes,No,No,Yes,No,No,Two year,1,Credit card (automatic),84.65,5377.8,0,85.36190476190477,8.590220579949715,4-6yrs,High Value
Male,1,1,0,7,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,99.25,665.45,1,95.06428571428572,6.501965118050027,0-1yr,Low Value
Female,0,0,0,55,1,No,DSL,No,Yes,Yes,No,No,Yes,Two year,1,Mailed check,64.75,3617.1,0,65.76545454545455,8.193704305153153,4-6yrs,High Value
Female,0,1,0,65,1,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,One year,1,Bank transfer (automatic),100.15,6643.5,0,102.20769230769231,8.801544723771562,4-6yrs,High Value
Male,0,1,0,1,1,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,1,Electronic check,84.8,84.8,1,84.8,4.4520190064939165,0-1yr,Low Value
Male,0,0,0,63,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,25.25,1559.3,0,24.75079365079365,7.352633389447137,4-6yrs,Mid Value
Female,1,1,0,70,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),113.0,7987.6,0,114.10857142857144,8.985770804383893,4-6yrs,High Value
Female,0,1,1,36,0,No phone service,DSL,Yes,No,Yes,Yes,No,No,Two year,0,Credit card (automatic),40.65,1547.35,0,42.981944444444444,7.344945126784543,2-4yrs,Mid Value
Male,0,0,0,52,1,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,1,Bank transfer (automatic),105.0,5426.85,1,104.36250000000001,8.59929838608508,4-6yrs,High Value
Male,0,0,0,22,1,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,1,Electronic check,54.45,1127.35,1,51.24318181818182,7.028511667617919,1-2yrs,Mid Value
Male,0,0,0,22,1,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,1,Bank transfer (automatic),94.95,2142.8,0,97.4,7.670335234257419,1-2yrs,Mid Value
Female,1,0,0,5,1,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,0,Credit card (automatic),59.9,287.85,0,57.57000000000001,5.665907522227275,0-1yr,Low Value
Female,0,1,0,47,1,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,1,Electronic check,85.3,4045.65,1,86.07765957446809,8.305644657320753,2-4yrs,High Value
Female,0,0,0,33,1,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,83.35,2757.85,1,83.57121212121211,7.922569205214853,2-4yrs,High Value
Male,0,0,0,18,0,No phone service,DSL,No,Yes,Yes,No,No,No,Month-to-month,1,Credit card (automatic),33.5,600.0,1,33.333333333333336,6.398594934535208,1-2yrs,Low Value
Female,0,0,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Credit card (automatic),19.8,19.8,0,19.8,3.0349529867072724,0-1yr,Low Value
Male,0,0,0,56,1,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),81.8,4534.45,0,80.97232142857142,8.419679585851359,4-6yrs,High Value
Female,0,0,0,2,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,20.0,40.9,0,20.45,3.735285826928092,0-1yr,Low Value
Male,0,0,0,35,1,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,1,Electronic check,59.6,2094.9,0,59.854285714285716,7.647738334379114,2-4yrs,Mid Value
Female,0,1,0,64,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),25.0,1584.8,0,24.7625,7.3688442908382985,4-6yrs,Mid Value
Female,0,0,0,15,1,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,1,Credit card (automatic),84.35,1302.65,0,86.84333333333333,7.172923301551579,1-2yrs,Mid Value
Male,0,0,0,24,1,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,90.35,2238.5,1,93.27083333333333,7.714007905647355,1-2yrs,Mid Value
Male,0,0,0,1,1,No,DSL,No,No,No,No,No,Yes,Month-to-month,0,Mailed check,55.55,55.55,0,55.55,4.03512520256213,0-1yr,Low Value
Female,0,1,1,70,1,No,DSL,Yes,No,No,Yes,Yes,Yes,Two year,0,Credit card (automatic),75.35,5437.75,0,77.68214285714286,8.60130453403489,4-6yrs,High Value
Male,0,1,0,1,1,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,90.75,90.75,1,90.75,4.51906748693468,0-1yr,Low Value
Female,0,0,1,4,1,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,0,Mailed check,89.6,365.65,1,91.4125,5.904407714539809,0-1yr,Low Value
Female,0,0,0,39,1,No,DSL,No,No,No,Yes,No,Yes,One year,0,Electronic check,59.3,2209.15,0,56.6448717948718,7.700815665511677,2-4yrs,Mid Value
Female,0,0,0,29,1,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,1,Electronic check,66.1,1912.15,0,65.93620689655172,7.556506377239256,2-4yrs,Mid Value
Female,0,1,1,14,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,18.8,255.55,0,18.25357142857143,5.547323577387973,1-2yrs,Low Value
Female,0,0,0,61,1,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,0,Credit card (automatic),86.45,5175.3,0,84.84098360655739,8.55184579431566,4-6yrs,High Value
Male,0,0,1,13,1,No,DSL,Yes,No,No,No,No,No,Month-to-month,1,Credit card (automatic),52.1,670.65,0,51.58846153846154,6.509737371509022,1-2yrs,Low Value
Female,0,0,0,66,0,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Two year,1,Mailed check,47.4,3177.25,0,48.140151515151516,8.064086009830232,4-6yrs,High Value
Male,0,0,0,2,0,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,49.25,90.35,1,45.175,4.514698282824016,0-1yr,Low Value
Female,0,1,0,59,1,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,1,Credit card (automatic),109.15,6557.75,0,111.14830508474576,8.788555315000922,4-6yrs,High Value
Male,0,1,1,62,1,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,One year,1,Credit card (automatic),94.95,5791.85,0,93.41693548387097,8.664379677441863,4-6yrs,High Value
Male,1,1,0,33,1,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,1,Electronic check,93.55,3055.5,0,92.5909090909091,8.02502574946878,2-4yrs,High Value
Male,0,0,1,66,1,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),79.5,5196.1,0,78.72878787878788,8.55585605669363,4-6yrs,High Value
Female,0,0,0,72,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Credit card (automatic),115.05,8405.0,0,116.73611111111111,9.036701015565063,4-6yrs,High Value
Male,0,0,1,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.75,19.75,1,19.75,3.0325462466767075,0-1yr,Low Value
Female,0,0,0,19,1,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,1,Electronic check,95.15,1789.25,1,94.17105263157895,7.49011055388705,1-2yrs,Mid Value
Female,0,1,1,51,1,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,One year,1,Mailed check,95.15,5000.05,0,98.04019607843138,8.517403169369324,4-6yrs,High Value
Male,0,0,0,63,1,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,0,Electronic check,105.4,6713.2,0,106.55873015873016,8.81197996559795,4-6yrs,High Value
Male,0,0,0,27,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Bank transfer (automatic),20.1,562.6,0,20.83703703703704,6.334344780024526,2-4yrs,Low Value
Male,0,0,0,22,1,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),101.35,2317.1,1,105.32272727272726,7.748503163607648,1-2yrs,Mid Value
Female,1,0,0,4,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.05,91.45,0,22.8625,4.5266679578331335,0-1yr,Low Value
Male,0,1,1,42,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,20.7,828.85,0,19.73452380952381,6.721244961566728,2-4yrs,Mid Value
Female,0,0,0,29,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,20.35,617.35,0,21.28793103448276,6.427054640188066,2-4yrs,Low Value
Female,0,0,0,4,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Credit card (automatic),70.05,266.9,1,66.725,5.590613776550563,0-1yr,Low Value
Male,0,0,0,30,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,19.7,625.05,0,20.834999999999997,6.439430240114957,2-4yrs,Low Value
Male,0,1,0,4,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,74.65,301.4,1,75.35,5.711750644305378,0-1yr,Low Value
Male,0,1,1,71,1,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Bank transfer (automatic),85.45,6029.9,0,84.9281690140845,8.704651532315344,4-6yrs,High Value
Male,0,1,0,46,0,No phone service,DSL,Yes,No,Yes,Yes,No,No,Two year,0,Credit card (automatic),40.4,1842.7,0,40.05869565217392,7.519529701076345,2-4yrs,Mid Value
Male,0,0,0,4,1,Yes,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,50.4,206.6,1,51.65,5.335613151291733,0-1yr,Low Value
Female,0,0,0,7,1,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,1,Mailed check,79.65,604.7,1,86.38571428571429,6.406384813986902,0-1yr,Low Value
Male,0,0,0,69,1,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,1,Bank transfer (automatic),105.2,7386.05,0,107.04420289855072,8.907483746153455,4-6yrs,High Value
Female,0,1,0,72,1,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,0,Bank transfer (automatic),100.65,7334.05,0,101.86180555555556,8.900419507186433,4-6yrs,High Value
Male,1,0,0,19,1,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,1,Electronic check,79.85,1471.75,1,77.46052631578948,7.294886680401797,1-2yrs,Mid Value
Male,0,0,0,28,1,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,0,Electronic check,91.0,2626.15,0,93.79107142857143,7.873654887408308,2-4yrs,Mid Value
Male,0,1,0,5,1,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Electronic check,78.75,412.1,1,82.42,6.0236896944027185,0-1yr,Low Value
Female,1,1,0,72,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),116.75,8277.05,0,114.95902777777776,9.021362712396742,4-6yrs,High Value
Male,1,1,1,8,1,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Credit card (automatic),80.45,583.45,1,72.93125,6.37067123405378,0-1yr,Low Value
Female,0,0,0,7,1,No,DSL,Yes,No,No,No,No,Yes,One year,1,Electronic check,59.1,369.25,0,52.75,5.914178453147908,0-1yr,Low Value
Female,0,0,0,22,1,No,DSL,Yes,No,No,No,No,No,Month-to-month,1,Electronic check,49.8,1049.05,0,47.684090909090905,6.956593061065437,1-2yrs,Mid Value
Male,0,0,0,72,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),19.3,1414.8,0,19.65,7.2554500213400885,4-6yrs,Mid Value
Male,0,1,1,8,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Credit card (automatic),19.65,169.75,0,21.21875,5.140200498450899,0-1yr,Low Value
Male,0,1,0,52,1,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,1,Credit card (automatic),81.4,4354.45,0,83.73942307692307,8.379183213454793,4-6yrs,High Value
Female,0,0,0,68,0,No phone service,DSL,Yes,No,Yes,Yes,No,No,Two year,0,Mailed check,38.9,2719.2,0,39.98823529411764,7.908460685998653,4-6yrs,Mid Value
Female,0,1,0,71,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Bank transfer (automatic),87.95,6365.35,0,89.65281690140846,8.75878158590973,4-6yrs,High Value
Male,0,0,0,2,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.85,51.6,0,25.8,3.9627161197436642,0-1yr,Low Value
Female,1,0,0,34,1,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,1,Electronic check,96.35,3190.25,0,93.83088235294117,8.068167968555693,2-4yrs,High Value
Female,0,0,0,35,0,No phone service,DSL,No,No,No,No,No,No,Month-to-month,0,Electronic check,24.15,812.5,0,23.214285714285715,6.7013459266590925,2-4yrs,Mid Value
Female,0,1,1,61,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Credit card (automatic),19.1,1143.8,0,18.750819672131147,7.042985228242241,4-6yrs,Mid Value
Male,0,0,0,1,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Electronic check,44.0,44.0,0,44.0,3.8066624897703196,0-1yr,Low Value
Female,0,0,0,1,1,Yes,DSL,No,No,No,No,No,No,Month-to-month,1,Mailed check,50.1,50.1,1,50.1,3.933784497209659,0-1yr,Low Value
Female,0,1,1,53,1,No,DSL,No,No,Yes,No,No,Yes,One year,0,Credit card (automatic),60.6,3297.0,0,62.20754716981132,8.101071503119543,4-6yrs,High Value
Female,0,1,0,72,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),25.65,1887.0,0,26.208333333333332,7.543273346705446,4-6yrs,Mid Value
Male,0,1,0,2,1,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,0,Electronic check,76.4,151.8,1,75.9,5.02912987673242,0-1yr,Low Value
Male,0,0,0,3,1,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,1,Electronic check,98.7,293.65,1,97.88333333333333,5.685788211283922,0-1yr,Low Value
Female,1,0,0,13,1,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,100.8,1308.1,1,100.62307692307692,7.177095157186053,1-2yrs,Mid Value
Male,1,1,0,41,0,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,53.95,2215.4,0,54.03414634146342,7.703639536993195,2-4yrs,Mid Value
Female,0,1,0,24,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Credit card (automatic),20.4,482.8,0,20.116666666666667,6.181671598175927,1-2yrs,Low Value
Female,0,1,1,28,1,No,Fiber optic,No,No,No,No,Yes,Yes,One year,1,Bank transfer (automatic),90.1,2598.95,1,92.81964285714285,7.863247493055429,2-4yrs,Mid Value
Male,0,0,0,8,0,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,0,Mailed check,29.35,216.45,0,27.05625,5.381968939043647,0-1yr,Low Value
Male,0,0,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,20.45,20.45,0,20.45,3.065724645374026,0-1yr,Low Value
Female,0,0,0,54,1,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,1,Bank transfer (automatic),95.1,5064.85,0,93.79351851851852,8.53027722096416,4-6yrs,High Value
Male,0,0,0,41,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Bank transfer (automatic),25.25,996.45,0,24.303658536585367,6.90520202219442,2-4yrs,Mid Value
Female,0,1,0,19,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,44.9,839.65,0,44.19210526315789,6.734175402124937,1-2yrs,Mid Value
Female,0,1,1,72,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Bank transfer (automatic),92.65,6733.0,0,93.51388888888889,8.814924599721019,4-6yrs,High Value
Male,0,0,0,62,0,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Two year,1,Bank transfer (automatic),43.7,2618.3,0,42.230645161290326,7.870662385484872,4-6yrs,Mid Value
Female,1,1,1,56,1,No,DSL,Yes,No,No,Yes,Yes,Yes,Two year,1,Credit card (automatic),72.6,4084.35,0,72.93482142857142,8.315162682938405,4-6yrs,High Value
Male,0,0,0,15,1,Yes,DSL,No,No,No,No,No,No,Month-to-month,0,Electronic check,51.55,765.5,1,51.03333333333333,6.641834698311869,1-2yrs,Mid Value
Male,1,0,0,10,1,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,79.25,793.55,1,79.35499999999999,6.6777759166586454,0-1yr,Mid Value
Male,0,1,1,32,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,18.95,613.95,0,19.1859375,6.42154096368842,2-4yrs,Low Value
Male,0,0,0,21,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Credit card (automatic),20.5,402.85,0,19.183333333333334,6.001043521888305,1-2yrs,Low Value
Male,0,1,1,62,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Bank transfer (automatic),19.95,1244.8,0,20.07741935483871,7.127533172820045,4-6yrs,Mid Value
Female,0,0,0,2,0,No phone service,DSL,No,No,No,No,No,No,Month-to-month,0,Electronic check,24.5,46.4,0,23.2,3.858622228701031,0-1yr,Low Value
Male,0,0,1,27,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,20.6,581.85,0,21.55,6.367929863365841,2-4yrs,Low Value
Male,0,0,0,5,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),94.85,462.8,1,92.56,6.139453424821431,0-1yr,Low Value
Female,0,0,0,25,0,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,0,Electronic check,61.05,1540.2,0,61.608000000000004,7.3403166127520025,2-4yrs,Mid Value
Female,0,0,0,2,1,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,85.7,169.8,1,84.9,5.14049328135447,0-1yr,Low Value
Male,0,0,0,49,1,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,1,Bank transfer (automatic),106.65,5168.1,0,105.47142857142858,8.550453871110667,4-6yrs,High Value
Female,0,0,0,63,1,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,0,Credit card (automatic),108.25,6780.1,0,107.62063492063493,8.821894609662555,4-6yrs,High Value
Female,0,0,1,4,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Credit card (automatic),20.4,94.5,0,23.625,4.5591262474866845,0-1yr,Low Value
Female,0,1,0,1,1,No,DSL,No,No,No,No,Yes,No,Month-to-month,1,Mailed check,55.3,55.3,0,55.3,4.030694535145645,0-1yr,Low Value
Male,0,0,0,11,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.25,208.0,0,18.90909090909091,5.342334251964811,0-1yr,Low Value
Male,1,0,0,52,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Bank transfer (automatic),72.95,3829.75,0,73.64903846153847,8.250815885458286,4-6yrs,High Value
Female,1,1,0,60,1,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,0,Electronic check,89.45,5294.6,0,88.24333333333334,8.574631566063502,4-6yrs,High Value
Male,0,0,0,64,1,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,1,Credit card (automatic),104.65,6889.8,0,107.653125,8.837942467572214,4-6yrs,High Value
Female,0,1,1,43,1,No,DSL,Yes,No,Yes,No,Yes,Yes,Two year,0,Bank transfer (automatic),75.2,3254.35,0,75.68255813953488,8.088055075743789,2-4yrs,High Value
Female,0,1,0,61,1,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,0,Bank transfer (automatic),101.15,6383.9,0,104.65409836065574,8.761691106636867,4-6yrs,High Value
Female,0,0,0,1,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,44.4,44.4,1,44.4,3.8155121050473024,0-1yr,Low Value
Male,1,0,0,5,1,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,89.5,477.7,1,95.53999999999999,6.171074096398463,0-1yr,Low Value
Male,0,0,0,66,1,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,0,Bank transfer (automatic),68.75,4447.55,0,67.38712121212122,8.40033347936539,4-6yrs,High Value
Male,0,1,0,67,1,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Electronic check,111.05,7321.05,0,109.26940298507463,8.898645622392184,4-6yrs,High Value
Female,0,1,0,42,1,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),99.0,4135.0,0,98.45238095238095,8.327484416188264,2-4yrs,High Value
Male,1,1,0,1,1,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,86.05,86.05,1,86.05,4.466482666214198,0-1yr,Low Value
Female,0,1,1,31,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,21.0,697.7,0,22.506451612903227,6.549221465558405,2-4yrs,Mid Value
Male,0,0,0,7,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,19.4,168.65,0,24.092857142857145,5.13373749123024,0-1yr,Low Value
Male,0,0,0,4,0,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,44.55,174.3,1,43.575,5.1664987919271885,0-1yr,Low Value
Male,0,1,1,34,1,Yes,DSL,No,No,Yes,No,Yes,Yes,One year,0,Bank transfer (automatic),77.2,2753.8,0,80.99411764705883,7.921100123670543,2-4yrs,High Value
Male,0,0,0,3,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Mailed check,19.45,69.25,0,23.083333333333332,4.2520603082138555,0-1yr,Low Value
Female,0,1,1,19,0,No phone service,DSL,No,No,No,No,No,No,Month-to-month,1,Mailed check,24.85,434.8,0,22.88421052631579,6.07718342251052,1-2yrs,Low Value
Male,0,1,1,31,0,No phone service,DSL,Yes,No,No,Yes,No,No,Month-to-month,0,Bank transfer (automatic),35.4,1077.5,1,34.75806451612903,6.983326465829211,2-4yrs,Mid Value
Female,0,0,0,1,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,0,Mailed check,95.65,95.65,1,95.65,4.57109620565434,0-1yr,Low Value
Male,0,0,0,3,0,No phone service,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,0,Mailed check,41.35,107.25,0,35.75,4.684443366882599,0-1yr,Low Value
Male,0,1,0,46,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Electronic check,19.6,851.2,0,18.504347826086956,6.747821241065812,2-4yrs,Mid Value
Female,0,0,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.95,20.95,1,20.95,3.08876713952118,0-1yr,Low Value
Female,0,1,1,69,1,Yes,Fiber optic,Yes,No,Yes,No,No,No,One year,0,Bank transfer (automatic),84.45,5848.6,0,84.76231884057971,8.674128561819776,4-6yrs,High Value
Male,0,0,0,5,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.25,109.8,0,21.96,4.707726774313183,0-1yr,Low Value
Male,0,0,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Bank transfer (automatic),19.65,19.65,0,19.65,3.027715319407042,0-1yr,Low Value
Male,0,0,0,26,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Credit card (automatic),20.65,595.5,0,22.903846153846153,6.3910792415379705,2-4yrs,Low Value
Female,1,0,0,10,0,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,34.7,329.8,1,32.980000000000004,5.801513963149536,0-1yr,Low Value
Male,0,0,0,25,1,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,0,Bank transfer (automatic),99.3,2513.5,0,100.54,7.82982925561202,2-4yrs,Mid Value
